2022-11-21 14:26:30,513 INFO    StreamThr :9692 [internal.py:wandb_internal():88] W&B internal server running at pid: 9692, started at: 2022-11-21 14:26:30.511236
2022-11-21 14:26:31,046 DEBUG   HandlerThread:9692 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-11-21 14:26:31,047 DEBUG   HandlerThread:9692 [system_info.py:_save_pip():67] Saving pip packages done
2022-11-21 14:26:31,049 INFO    HandlerThread:9692 [system_monitor.py:probe():183] Finished publishing system info
2022-11-21 14:26:32,969 DEBUG   SenderThread:9692 [sender.py:send():303] send: exit
2022-11-21 14:26:32,969 INFO    SenderThread:9692 [sender.py:send_exit():442] handling exit code: 255
2022-11-21 14:26:32,969 INFO    SenderThread:9692 [sender.py:send_exit():444] handling runtime: 2
2022-11-21 14:26:32,981 INFO    SenderThread:9692 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-21 14:26:32,981 INFO    SenderThread:9692 [sender.py:send_exit():450] send defer
2022-11-21 14:26:32,981 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:32,981 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 0
2022-11-21 14:26:32,981 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:32,981 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 0
2022-11-21 14:26:32,981 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 1
2022-11-21 14:26:32,984 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:32,984 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 1
2022-11-21 14:26:32,984 INFO    HandlerThread:9692 [system_monitor.py:finish():160] Stopping system monitor
2022-11-21 14:26:32,984 DEBUG   SystemMonitor:9692 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-11-21 14:26:32,992 DEBUG   SystemMonitor:9692 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2022-11-21 14:26:33,008 DEBUG   SystemMonitor:9692 [system_monitor.py:_start():141] Publishing last batch of metrics
2022-11-21 14:26:33,014 INFO    HandlerThread:9692 [interfaces.py:finish():173] Joined cpu
2022-11-21 14:26:33,014 INFO    HandlerThread:9692 [interfaces.py:finish():173] Joined disk
2022-11-21 14:26:33,073 INFO    HandlerThread:9692 [interfaces.py:finish():173] Joined gpu
2022-11-21 14:26:33,073 INFO    HandlerThread:9692 [interfaces.py:finish():173] Joined memory
2022-11-21 14:26:33,073 INFO    HandlerThread:9692 [interfaces.py:finish():173] Joined network
2022-11-21 14:26:33,073 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,073 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 1
2022-11-21 14:26:33,073 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 2
2022-11-21 14:26:33,073 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,073 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 2
2022-11-21 14:26:33,073 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,073 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 2
2022-11-21 14:26:33,073 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 3
2022-11-21 14:26:33,073 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,073 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 3
2022-11-21 14:26:33,073 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,078 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 3
2022-11-21 14:26:33,078 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 4
2022-11-21 14:26:33,078 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,078 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 4
2022-11-21 14:26:33,078 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,078 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 4
2022-11-21 14:26:33,078 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 5
2022-11-21 14:26:33,078 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,081 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 5
2022-11-21 14:26:33,081 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,081 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 5
2022-11-21 14:26:33,081 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 6
2022-11-21 14:26:33,081 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,081 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 6
2022-11-21 14:26:33,081 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,081 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 6
2022-11-21 14:26:33,081 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 7
2022-11-21 14:26:33,081 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,081 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 7
2022-11-21 14:26:33,081 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,081 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 7
2022-11-21 14:26:33,081 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 8
2022-11-21 14:26:33,081 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,081 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 8
2022-11-21 14:26:33,081 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,081 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 8
2022-11-21 14:26:33,081 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 9
2022-11-21 14:26:33,081 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,089 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 9
2022-11-21 14:26:33,089 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,089 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 9
2022-11-21 14:26:33,089 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 10
2022-11-21 14:26:33,089 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,089 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 10
2022-11-21 14:26:33,089 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,089 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 10
2022-11-21 14:26:33,089 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 11
2022-11-21 14:26:33,089 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,089 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 11
2022-11-21 14:26:33,089 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,089 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 11
2022-11-21 14:26:33,089 INFO    SenderThread:9692 [sender.py:transition_state():463] send defer: 12
2022-11-21 14:26:33,089 DEBUG   SenderThread:9692 [sender.py:send():303] send: final
2022-11-21 14:26:33,095 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: defer
2022-11-21 14:26:33,095 INFO    HandlerThread:9692 [handler.py:handle_request_defer():162] handle defer: 12
2022-11-21 14:26:33,095 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: defer
2022-11-21 14:26:33,095 INFO    SenderThread:9692 [sender.py:send_request_defer():459] handle sender defer: 12
2022-11-21 14:26:33,097 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: poll_exit
2022-11-21 14:26:33,097 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: poll_exit
2022-11-21 14:26:33,097 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: poll_exit
2022-11-21 14:26:33,097 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: server_info
2022-11-21 14:26:33,097 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: poll_exit
2022-11-21 14:26:33,097 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: get_summary
2022-11-21 14:26:33,097 DEBUG   SenderThread:9692 [sender.py:send_request():317] send_request: server_info
2022-11-21 14:26:33,097 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: sampled_history
2022-11-21 14:26:33,097 INFO    MainThread:9692 [wandb_run.py:_footer_history_summary_info():3377] rendering history
2022-11-21 14:26:33,105 INFO    MainThread:9692 [wandb_run.py:_footer_history_summary_info():3409] rendering summary
2022-11-21 14:26:33,105 DEBUG   HandlerThread:9692 [handler.py:handle_request():139] handle_request: shutdown
2022-11-21 14:26:33,105 INFO    HandlerThread:9692 [handler.py:finish():814] shutting down handler
2022-11-21 14:26:34,102 INFO    SenderThread:9692 [sender.py:finish():1331] shutting down sender
2022-11-21 14:26:34,102 INFO    WriterThread:9692 [datastore.py:close():279] close: C:\Users\Pietro\Downloads\dtu\deeplearning\deep_rl_2022-main\wandb\offline-run-20221121_142630-2zt8ujip\run-2zt8ujip.wandb
2022-11-21 14:26:34,157 INFO    MainThread:9692 [internal.py:handle_exit():78] Internal process exited
